"id","title","image_url","created_at","updated_at","director","detail","open_date"
162,"映画　夜空はいつでも最高密度の青色だ","http://eiga.k-img.com/images/movie/85415/photo/c3e7b063212670de/320.jpg?1490326833","2020-06-30 14:33:40","2020-06-30 14:33:40","石井裕也","「舟を編む」の石井裕也監督が、注目の詩人・最果タヒの同名詩集をもとに、都会の片隅で孤独を抱えて生きる現代の若い男女の繊細な恋愛模様を描き出す。看護師をしながら夜はガールズバーで働く美香は、言葉にできない不安や孤独を抱えつつ毎日をやり過ごしている。一方、工事現場で日雇いの仕事をしている慎二は、常に死の気配を感じながらも希望を求めてひたむきに生きていた。排他的な東京での生活にそれぞれ居心地の悪さを感じていた2人は、ある日偶然出会い、心を通わせていく。ヒロイン・美香役には、石橋凌と原田美枝子の次女で本作が映画初主演となる石橋静河を抜擢。「ぼくたちの家族」でも石井監督と組んだ池松壮亮が慎二役を演じる。","2017年5月13日"
163,"潜入者","http://eiga.k-img.com/images/movie/85312/photo/00d67190412091b1/320.jpg?1487723584","2020-06-30 14:33:41","2020-06-30 14:33:41","ブラッド・ファーマン","アメリカの麻薬捜査史上、もっとも大胆で、かつ成果を上げたと言われる潜入捜査に参加したロバート・メイザーが、作戦の実態を事細かに描いた回顧録を映画化。主演はテレビシリーズ「ブレイキング・バッド」で知られ、「トランボ　ハリウッドに最も嫌われた男」でアカデミー主演男優賞にノミネートされたブライアン・クランストン。1980年代、史上最大規模とも言われる犯罪帝国を築き上げたコロンビアの麻薬王パブロ・エスコバルの息の根を止めるため、アメリカ政府はベテラン捜査官のロバート・メイザーらによる、ある作戦をスタートさせる。それは架空の大富豪に仕立て上げたメイザーが組織に取り入り、内側から組織を崩壊させるという大胆な潜入捜査だった。","2017年5月13日"
164,"トンネル　闇に鎖（とざ）された男","http://eiga.k-img.com/images/movie/86595/photo/8c715d63ddeac300/320.jpg?1487905612","2020-06-30 14:33:42","2020-06-30 14:33:42","キム・ソンフン","崩落したトンネルの中にひとり閉じ込められた男と、男の救助をめぐって奮闘する人々の姿を描き、韓国で700万人を超える動員を記録したヒット作。主人公ジョンス役を「チェイサー」「お嬢さん」など数々の話題作に出演する演技派ハ・ジョンウが務め、「空気人形」「クラウド アトラス」など日本やハリウッドでも活躍する女優ペ・ドゥナが、ジョンスの妻セヒョン役で共演した。自動車ディーラーとして働くジョンスは、大きな契約に成功して意気揚々と妻と娘の待つ家へ車を走らせていた途中、通りかかったトンネルが突然崩れ落ち、生き埋めになってしまう。かろうじて一命は取り留めたが、手元にあるのはバッテリー残量78％の携帯電話と水のペットボトル2本、そして娘にあげるはずだった誕生日ケーキだけ。崩落事故はすぐに全国ニュースとなり、救助活動も開始されるが、現場の惨状は救助隊の想像を超えるもので作業は難航し……。","2017年5月13日"
165,"バッド・バディ！私とカレの暗殺デート","http://eiga.k-img.com/images/movie/86413/photo/9b03a1a1bf1e6d5e/320.jpg?1487640018","2020-06-30 14:33:43","2020-06-30 14:33:43","パコ・カベサス","「ピッチ・パーフェクト」シリーズや「ザ・コンサルタント」のアナ・ケンドリックが暗殺能力を覚醒させる失恋女子を演じた、恋愛アクション映画。好きになるのがダメ男ばかりで、二股をかけられるなど失恋ばかりを繰り返すマーサの前に、彼女が考える理想の男フランシスが現れる。ヒットマンでありながら、人殺しが許せず、依頼人を殺してしまうという一風変わった変わったフランシスとマーサは急速に惹かれあっていく。そして、世界中の殺し屋から命を狙われているフランシスと行動をともにしていく中で、マーサはこれまで自分が気づくことのなかった「最強の殺し屋」の素質に目覚めていく。ケンドリックが主人公マーサを、フランシス役を「月に囚われた男」「セブン・サイコパス」のサム・ロックウェルが演じる。脚本は「クロニクル」「エージェント・ウルトラ」を手がけたマックス・ランディス。","2017年5月13日"
166,"ガーディアンズ・オブ・ギャラクシー　リミックス","http://eiga.k-img.com/images/movie/84133/photo/4b80d6b247902490/320.jpg?1490142332","2020-06-30 14:33:43","2020-06-30 14:33:43","ジェームズ・ガン","「アベンジャーズ」シリーズに代表されるマーベル・シネマティック・ユニバースの一作で、お尋ね者たちが成り行きでチームを結成し、銀河の危機を救う羽目になる姿を描いたアクションアドベンチャー「ガーディアンズ・オブ・ギャラクシー」のシリーズ第2作。スター・ロードを自称するいい加減なリーダー、ピーター・クイルを筆頭に、美しき暗殺者のガモーラ、毒舌なアライグマのロケット、樹木型ヒューマノイドで25センチまで再生したグルート、マッチョな破壊王ドラックスのガーディアンズの面々が、新たな危機に直面し、再び強大な敵と立ち向かうことになる様を描く。高慢な指導者アイーシャが率いる黄金の惑星で、小遣い稼ぎの仕事をこなしたガーディアンズ。しかし、ひょんなことからアイーシャを怒らせてしまい、追われる身に。危機に陥った彼らの前に、ピーターの父親だという謎の男エゴが現れるが……。クリス・プラット、ゾーイ・サルダナら前作からのキャスト陣に加え、ピーターの父エゴを演じるカート・ラッセルのほか、シルベスター・スタローンも参戦。監督・脚本も前作と同じジェームズ・ガン。","2017年5月12日"
167,"パーソナル・ショッパー","http://eiga.k-img.com/images/movie/86376/photo/d40370e8e4e94ff0/320.jpg?1485315661","2020-06-30 14:33:44","2020-06-30 14:33:44","オリビエ・アサイヤス","「アクトレス　女たちの舞台」のオリビエ・アサイヤス監督が、同作に続いてクリステン・スチュワートと再びコンビを組み、第69回カンヌ国際映画祭コンペティション部門で監督賞を受賞した心理ミステリー。忙しいセレブのために服やアクセサリーの買い物を代行する「パーソナル・ショッパー」としてパリで働くモウリーン。私生活では数カ月前に双子の兄を亡くし、悲しみから立ち直れない一方で、仕事で鍵を預かり他人の家に出入りし、時にはプライベートをものぞき見ることに、欲望をふくらませていた。そんな彼女の隠された欲望が不可解な出来事を引き寄せ、彼女に謎のメールが届き始める。シャネルが衣装協力として参加し、劇中にではカルティエなど実在するブランドショップが登場する。","2017年5月12日"
168,"赤毛のアン","http://eiga.k-img.com/images/movie/86558/photo/6f96bfce6af2cfe4/320.jpg?1488764688","2020-06-30 14:33:45","2020-06-30 14:33:45","ジョン・ケント・ハリソン","ルーシー・モード・モンゴメリーが1908年に発表し、少女アンが巻き起こす大騒動と彼女の成長を描いて日本でも広く愛される名作児童文学を、母国カナダで新たに実写映画化。プリンス・エドワード島に住む年配のマシュウとマリラ兄妹の家「グリン・ゲイブルス」に、赤毛の少女アンがやって来た。ちょっとした手違いからグリン・ゲイブルスにやって来たアンに最初は戸惑っていた兄妹だったが、次第にアンの楽しいおしゃべりに引き込まれていくようになる。周囲の人々と交流し、時にはケンカもしながら、アンはグリン・ゲイブルスに欠くことのできない一員となっていく。主人公アン役にオーディションで選ばれたカナダ出身のエラ・バレンタイン、アンのよき理解者となるマシュウ役にマーティン・シーン、厳格だが愛情深いマリラ役にサラ・ボッツフォードが出演。原作者モンゴメリーの孫娘ケイト・マクドナルド・バトラーが製作総指揮として参加している。","2017年5月6日"
169,"台北ストーリー","http://eiga.k-img.com/images/movie/43025/photo/7ad191f58c7cc330/320.jpg?1487640926","2020-06-30 14:33:45","2020-06-30 14:33:45","エドワード・ヤン","「クー嶺街（クーリンチェ）少年殺人事件」のエドワード・ヤンが、1985年に手がけた2作目となる長編監督作品。親の家業である紡績業を継いだ元野球選手のアリョン。彼の幼なじみで恋人のアジンはアメリカへの移住を考えている。過去の栄光にしがみつく男と過去から逃れようとする女、そして彼らを取り巻く人々の姿が、経済成長の中で変貌する80年代の台北を舞台に描かれる。主人公のアリョン役には製作と脚本も担当したヤンの盟友ホウ・シャオシェン。アジン役に当時のヤンの妻であった人気歌手ツァイ・チン。ウー・ニェンチェン、クー・イーチェンら台湾の映画作家たちが俳優として出演し、ホウ作品の脚本を数多く手がけるチュウ・ティエンウェンが共同脚本を担当。日本では長らく劇場未公開だったが、エドワード・ヤン生誕70年、没後10年となる2017年に、4Kデジタルリストア版で劇場初公開が実現。16年の第17回東京フィルメックスでも上映された。","2017年5月6日"
170,"追憶","http://eiga.k-img.com/images/movie/84581/photo/853848c479902150/320.jpg?1491357305","2020-06-30 14:33:46","2020-06-30 14:33:46","降旗康男","「鉄道員（ぽっぽや）」「あ・うん」などの名作を手掛けた監督・降旗康男と撮影・木村大作が9年ぶりにタッグを組み、岡田准一を主演に迎えたヒューマンサスペンス。ひとつの殺人事件の刑事・容疑者・被害者として再会した幼なじみ3人が、心の奥に封印してきた過去と向き合う様子を描く。1992年、冬。親に捨てられた13歳の少年・四方篤は、似た境遇の田所啓太、川端悟と共に、軽食喫茶を営む仁科涼子と山形光男のもとで家族のように暮らしていた。しかしある事件をきっかけに幸せな日々は終わりを迎え、彼らは離れ離れになってしまう。25年後、成長して刑事になった篤は、無残な刺殺体となって発見された悟と再会を果たす。そして捜査が進められていく中、啓太が容疑者として捜査線上に浮上し……。篤役を岡田、啓太役を小栗旬、悟役を柄本佑がそれぞれ演じる。","2017年5月6日"
171,"八重子のハミング","http://eiga.k-img.com/images/movie/85043/photo/19e7e04c8fe93517/320.jpg?1489132088","2020-06-30 14:33:46","2020-06-30 14:33:46","佐々部清","「陽はまた昇る」「半落ち」の佐々部清監督が、4度のがん手術を受けた夫と、若年性アルツハイマー病を発症した妻の絆を、実話をもとに描く。胃がんを発病した夫・誠吾を支え続ける妻の八重子に若年性アルツハイマー病の疑いがあることが明らかになった。誠吾は4度のがん手術から生還することができたが、八重子の病状は進行し、徐々に記憶をなくしていく。介護に苦闘しながらも八重子との時間を愛おしむ家族たちと、妻に寄り添い続ける誠吾の12年にもわたる日々が描かれる。佐々部監督の故郷である山口県で撮影され、原作は山口県萩市在住の陽信孝が自身の体験をつづった同名著書。夫・誠吾役を升毅、妻・八重子役を高橋洋子がそれぞれ演じる。","2017年5月6日"
172,"帝一の國","http://eiga.k-img.com/images/movie/86016/photo/1a8446c6ed7de328/320.jpg?1487755319","2020-06-30 14:33:47","2020-06-30 14:33:47","永井聡","古屋兎丸の同名コミックを、菅田将暉、野村周平、竹内涼真ら人気若手俳優の共演で実写映画化した学園コメディ。全国屈指のエリートたちが集まる超名門・海帝高校。政財界に強力なコネを持つこの学校で生徒会長を務めた者には、将来の内閣入りが確約されるという。主席入学を果たした1年生の赤場帝一は、総理大臣になって自分の国をつくるという夢を叶えるための第一歩として、生徒会長の座を狙っていた。2年後の生徒会長選挙で優位に立つべく誰よりも早く行動を開始した帝一は、想像を絶する命がけの権力闘争の中へ身を投じていく。「ジャッジ！」「世界から猫が消えたなら」の永井聡監督がメガホンをとり、「ROOKIES」のいずみ吉紘が脚本を担当。","2017年4月29日"
173,"エルミタージュ美術館　美を守る宮殿","http://eiga.k-img.com/images/movie/86438/photo/1d37ce5e011bb08e/320.jpg?1491966737","2020-06-30 14:33:48","2020-06-30 14:33:48","マージー・キンモンス","フランスのルーブル美術館、アメリカのメトロポリタン美術館とともに世界3大美術館のひとつに数えられるロシアのエルミタージュ美術館の魅力に迫ったドキュメンタリー。3大美術館の中で最古となる1764年に創立されたエルミタージュ美術館は、絵画や彫像、宝飾品、陶磁器、武具など300万点もの所蔵品に2000の部屋を有し、年間約366万人以上の入場者が訪れる。本作ではレオナルド・ダ・ビンチの貴重な絵画やミケランジェロの彫刻、ラファエロの絵画など、世界最高峰の至宝の数々を高画質の映像で紹介。さらにミハイル・ピオトロフスキー館長や各専門の学芸員、著名彫刻家のアントニー・ゴームリーや世界的建築家のレム・コールハースらも登場し、各コレクションの背景にある歴史と人々の物語が明かされる。","2017年4月29日"
174,"草原の河","http://eiga.k-img.com/images/movie/83177/photo/c7d39c7596646263/320.jpg?1487124160","2020-06-30 14:33:48","2020-06-30 14:33:48","ソンタルジャ","チベットに暮らす家族の姿を幼い女児の目を通して描いた、チベット人監督ソンタルジャの長編2作目。厳しい自然の中で牧畜を営む一家。幼いひとり娘は、母が新しい命を授かったことを知り、生まれてくる赤ちゃんに母を取られてしまうのではと不安になっている。村人たちと接することなく暮らしている父のグルは、かつて家を出て僧侶になった祖父から十分な愛情を与えられなかったという思いが強く、自分の父親をいまも許せないでいた。それぞれがぎくしゃくした関係のなかで生きる祖父と父、父と娘。そんな家族三代の関係が変化する時がやってくる。娘役のヤンチェン・ラモは上海国際映画祭2015で最優秀女優賞を受賞。日本では15年、第28回東京国際映画祭のワールド・フォーカス部門で上映（映画祭上映時タイトル「河」）。17年、日本で初のチベット人監督作品として劇場公開される。","2017年4月29日"
175,"トトとふたりの姉","http://eiga.k-img.com/images/movie/83063/photo/05720d5dcfa9cfe2/320.jpg?1485752283","2020-06-30 14:33:49","2020-06-30 14:33:49","アレクサンダー・ナナウ","ルーマニアの首都ブカレストの郊外で、親が不在でもたくましく生きる3人の姉弟の日常を追ったドキュメンタリー。ルーマニアで暮らす10歳のトトは、2人の姉と3人で暮らしている。母親は麻薬売買で刑務所に収監中の身、父親の顔は知らない。保護者のいない3人が暮らすアパートは不良たちのたまり場となっており、トトが眠っているとなりで、男たちが腕や首筋に注射針を刺すのが日常の光景だ。やがて、17歳の姉アナもドラッグに手を染めて警察に捕まってしまう。なんとか生活を立て直そうとする14歳の姉アンドレア、ヒップホップダンスと出会うトト、幼い姉弟たちは未来を切り拓こうとする。監督はドキュメンタリー作品を数多く手がけるルーマニア生まれのドイツ人映画監督アレクサンダー・ナナウ。山形国際ドキュメンタリー映画祭2015インターナショナル・コンペティション部門上映作品（映画祭上映時タイトル「トトと二人の姉」）。","2017年4月29日"
176,"僕とカミンスキーの旅","http://eiga.k-img.com/images/movie/86005/photo/0ff6b7109cb1581f/320.jpg?1485417064","2020-06-30 14:33:49","2020-06-30 14:33:49","ボルフガング・ベッカー","「グッバイ、レーニン！」の監督ボルフガング・ベッカーと主演ダニエル・ブリュールが12年ぶりにタッグを組み、崖っぷちの青年美術評論家と盲目の老画家がヨーロッパをめぐる旅を描いたロードムービー。無名の美術評論家ゼバスティアンは、金と名声のために芸術家の伝記を書くことを思い立ち、スイスの山奥で隠遁生活を送る老画家カミンスキーを訪ねる。マティス最後の弟子でピカソの友人、60年代ニューヨークで「盲目の画家」として脚光を浴びた伝説的な人物であるカミンスキーの新事実を暴くため、ゼバスティアンはカミンスキーが若き日に愛した女性に引き合わせることを画策。年老いたカミンスキーに振り回される、ゼバスティアンの珍道中がスタートする。ゼバスティアン役をブリュール、カミンスキー役を「007」シリーズの悪役ミスター・ホワイトなどで知られるイェスパー・クリステンセンが演じる。","2017年4月29日"
177,"映画かみさまみならい　ヒミツのここたま　奇跡をおこせ♪テップルとドキドキここたま界","http://eiga.k-img.com/images/movie/85789/photo/6705865c4ac781a3/320.jpg?1486000920","2020-06-30 14:33:50","2020-06-30 14:33:50","新田典生","2015年10月からテレビ東京系で放送開始された人気アニメ「かみさまみならい　ヒミツのここたま」の劇場版。おばあちゃんの教えを守ってモノを大切にしている小学5年生の女の子こころは、色えんぴつから生まれた神さま見習い・ラキたまたちと一緒に暮らしている。ある日こころたちは、一人前のここたまだけが行くことのできる「ここたま界」に招待される。憧れのここたま界に大興奮のラキたまたちだったが、その直後、ここたま界で最も大切な場所である「ハッピーツリー」の鍵が何者かに盗まれてしまう。一方、こころたちはダンスが得意な明るいここたま・テップルと出会い、仲良くなるが……。タレントの木下優樹菜がゲスト声優として参加し、一人前ここたまの女の子ハピピナ役を演じる。","2017年4月28日"
178,"映画たまごっち　ヒミツのおとどけ大作戦！","http://eiga.k-img.com/images/movie/85914/photo/0dd5d0b845e05e4b/320.jpg?1493177610","2020-06-30 14:33:51","2020-06-30 14:33:51","志村錠児","1996年の発売以来、全世界で累計8100万個以上を売り上げた大ヒット携帯型育成ゲーム「たまごっち」の誕生20周年を記念し、約10年ぶりに製作された劇場版アニメ。たまごっち星の王さま・ごっち大王から、ある大事なものを運ぶように頼まれたまめっちたち。しかしその荷物を狙われたことから、大騒動になってしまう。テレビアニメ版の志村錠児が監督を務め、まめっち役の釘宮理恵ら声優陣も再結集。「映画かみさまみならい　ヒミツのここたま　奇跡をおこせ♪テップルとドキドキここたま界」の同時上映作品。","2017年4月28日"
179,"ワイルド・スピード ICE BREAK","http://eiga.k-img.com/images/movie/86133/photo/7c7b7786be0a3d6b/320.jpg?1490151851","2020-06-30 14:33:51","2020-06-30 14:33:51","F・ゲイリー・グレイ","ビン・ディーゼル、ドウェイン・ジョンソンらが共演する大ヒット人気カーアクション「ワイルド・スピード」シリーズの第8作。誰よりもファミリーを大切にしてきたはずのドミニクが裏切り、ホブスやレティ、ローマンらはドミニクを取り戻そうと奮闘。その中でファミリーは、最大の敵だったデッカード・ショウとも手を組むことになる。ビン・ディーゼル、ドウェイン・ジョンソン、ミシェル・ロドリゲス、タイリース・ギブソンらおなじみのメンバーに加え、デッカード・ショウ役のジェイソン・ステイサムも前作に続き出演。さらに、「マッド・マックス　怒りのデス・ロード」のシャーリーズ・セロンが謎のサイバーテロリストとして登場し、「ヘイトフル・エイト」のカート・ラッセル、「スーサイド・スクワッド」のスコット・イーストウッドも参戦。アイスランドやシリーズ初上陸となるニューヨーク、さらにハリウッド大作では初となるキューバでのロケが行われた。","2017年4月28日"
180,"イップ・マン　継承","http://eiga.k-img.com/images/movie/85821/photo/24ee5a2201a1ccaf/320.jpg?1487056321","2020-06-30 14:33:52","2020-06-30 14:33:52","ウィルソン・イップ","「ローグ・ワン　スター・ウォーズ・ストーリー」「トリプルX 再起動」など、ハリウッドでも活躍するドニー・イェンが、ブルース・リーの師と知られるイップ・マン（葉問）を演じるアクションシリーズ第3作。前2作「イップ・マン　序章」「イップ・マン　葉問」に続き、ウィルソン・イップが監督を務める。1959年の香港。町を牛耳る外国人フランクの暴挙の前にイップ・マンが果敢に立ちはだかる。しかし、それは彼の家族を命の危険にさらすことを意味していた。さらに、武術「詠春拳」の正統をめぐり、イップ・マンは死闘に挑むことになるが……。イップ・マンをドニー・イェンが演じるほか、元ボクシング世界ヘビー級王者のマイク・タイソンがフランク役で特別出演。","2017年4月22日"
181,"劇場版 Free! Timeless Medley 絆","http://eiga.k-img.com/images/movie/86805/photo/8731d6f2973ba677/320.jpg?1490770133","2020-06-30 14:33:53","2020-06-30 14:33:53","河浪栄作","第2回京都アニメーション大賞奨励賞を受賞した、おおじこうじの小説「ハイ☆スピード！」を原案に、2013年から14年にかけて計2シーズンが放送されたテレビアニメ「Free!」の劇場版。水泳に青春をかける少年たちの姿を描いた物語を再構成し、新規カットも追加して「絆」「約束」の2部作として映画化。「絆」では、一度は立ち止まってしまった遙が、真琴、渚、怜とともに大切な時間を過ごす様を描く。水に対して特別な思いを抱く七瀬遙は、ある事情で水泳から離れていたが、いつもそばにいてくれる幼なじみで親友の橘真琴や、岩鳶高校で再会した後輩の葉月渚、仲間の大切さを思い出させてくれた竜ヶ崎怜との出会いを通して、再び泳ぐことを決める。","2017年4月22日"
182,"3月のライオン　後編","http://eiga.k-img.com/images/movie/84543/photo/30126dadf362cc27/320.jpg?1490759646","2020-06-30 14:33:53","2020-06-30 14:33:53","大友啓史","「ハチミツとクローバー」で知られる羽海野チカの大ヒットコミックを、「るろうに剣心」シリーズでもタッグを組んだ大友啓史監督＆神木隆之介主演で実写映画化する2部作の後編で、18歳になった主人公のプロ棋士・桐山零の戦いや、零を取り巻く人々とのドラマを描く。川本3姉妹との出会いから1年がたち、今年も獅子王戦トーナメントが始まるが、最高峰を目指す棋士たちには、さまざまな試練が待ち受けいた。一方、川本家に3姉妹を捨てた父親が突然現れ、耳を疑うような要求を突き付けてくる。零を演じる神木のほか、ライバルで親友の棋士・二海堂晴信役の染谷将太や有村架純、佐々木蔵之介、加瀬亮ら豪華キャストが前編に引き続き共演。川本3姉妹の父親役で伊勢谷友介が新たに登場する。","2017年4月22日"
183,"スウィート17モンスター","http://eiga.k-img.com/images/movie/86035/photo/efecc8679d43c286/320.jpg?1487046376","2020-06-30 14:33:54","2020-06-30 14:33:54","ケリー・フレモン・クレイグ","「トゥルー・グリット」で14歳にしてアカデミー助演女優賞にノミネートされ、女優の他歌手としても人気を集めるヘイリー・スタインフェルドが主演を務め、第74回ゴールデングローブ賞主演女優賞にノミネートされたた青春映画。キスさえ未経験というイケてない毎日を送る17歳の高校生ネイディーンは、妄想だけが空まわりし、教師のブルーナーや情緒不安定な母親を困らせてばかりいた。唯一の親友であるクリスタが、人気者の兄ダリアンと恋に落ち、世界にたった1人だけ取り残されたような疎外感を感じたネイディーンは、とんでもない行動に出てしまう。口が悪く、自己中心的でありながらどこか憎めない17歳の主人公ネイディーンをスタインフェルドが演じるほか、教師役で「ゾンビランド」のウッディ・ハレルソン、母親役でドラマ「クローザー」のキーラ・セジウィックらが共演。監督は本作で第82回ニューヨーク映画批評家協会賞初監督作品賞を受賞したケリー・フレモン・クレイグ。","2017年4月22日"
184,"パリが愛した写真家　ロベール・ドアノー　永遠の3秒","http://eiga.k-img.com/images/movie/86309/photo/9224efbf85b8762a/320.jpg?1484281046","2020-06-30 14:33:55","2020-06-30 14:33:55","クレモンティーヌ・ドルディル","フランスの国民的写真家ロベール・ドアノーの人生と創作に迫るドキュメンタリー。ファッションや報道の分野で活躍し、パリの庶民たちの日常をとらえた写真で高い評価を得たロベール・ドアノー。1950年にアメリカの雑誌「LIFE」の依頼で撮影され、80年代にポスターとして発売となり世界中に広まった、ドアノーの代表作「パリ市庁舎前のキス」の撮影秘話や、当時の資料映像、親交のあった著名人による証言などにより、写真家ロベール・ドアノーに迫っていく。監督は、ドアノーの孫娘であるクレモンティーヌ・ドルディル。","2017年4月22日"
185,"PARKS パークス","http://eiga.k-img.com/images/movie/84662/photo/bd1a66ce6f47ba4e/320.jpg?1485828971","2020-06-30 14:33:55","2020-06-30 14:33:55","瀬田なつき","東京・吉祥寺の井の頭恩賜公園の開園100周年を記念して製作され、橋本愛、永野芽郁、染谷将太が共演した青春音楽ドラマ。同公園と吉祥寺の街を舞台に、50年前に作られた曲に込められた恋人たちの記憶が、現代に生きる3人の若者たちの夢につながっていく様子を描く。井の頭公園の脇にあるアパートでひとり暮らしを送る女子大生・純の部屋に、見知らぬ女子高生ハルが突然訪ねてくる。ハルは亡き父親について小説を書くため、父親の元恋人である佐和子という女性を探しているのだという。ハルを手伝うことにした純は、佐和子の孫トキオから彼女が既に亡くなったことを知らされる。数日後、トキオが祖母の遺品の中からオープンリールテープを発見し、再生してみるとハルの父親たちによるラブソングが収録されていた。感動した純たちは、テープが劣化して途中までしか聞くことができないその曲の続きを自分たちで作ろうとするが……。「嘘つきみーくんと壊れたまーちゃん」の瀬田なつき監督がメガホンをとり、ミュージシャンのトクマルシューゴが音楽監修を手掛けた。","2017年4月22日"
186,"美女と野獣","http://eiga.k-img.com/images/movie/83472/photo/8f597c402b8f36fc/320.jpg?1486435609","2020-06-30 14:33:56","2020-06-30 14:33:56","ビル・コンドン","名作ディズニーアニメ「美女と野獣」を、「ハリー・ポッター」シリーズのエマ・ワトソン主演で実写映画化。「ドリームガールズ」のビル・コンドンがメガホンをとり、呪いで野獣の姿に変えられた王子と美しく聡明なヒロインのベルが惹かれ合っていく姿を描く。魔女に呪いをかけられ、醜い野獣の姿に変えられてしまったひとりの王子。魔女が残していった1輪のバラの花びらがすべて散るまでに「真実の愛」を見つけなければ、永遠に人間に戻れなくなってしまう。希望をなくし失意の日々を送っていた野獣と城の住人たちの前に、美しい町娘ベルが現れる。自分の価値観を信じて生きるベルは、恐ろしい野獣の姿にもひるまず、彼の持つ本当の優しさに気づいていく。王子役をテレビシリーズ「ダウントン・アビー」のダン・スティーブンス、町一番のハンサム男ガストン役を「ホビット」シリーズのルーク・エバンスがそれぞれ演じるほか、燭台のルミエール役でユアン・マクレガー、時計のコグスワース役でイアン・マッケラン、ポット夫人役でエマ・トンプソンが出演。","2017年4月21日"
187,"名探偵コナン　から紅の恋歌（ラブレター）","http://eiga.k-img.com/images/movie/86075/photo/762e561715d8735d/320.jpg?1486004525","2020-06-30 14:33:56","2020-06-30 14:33:56","静野孔文","青山剛昌の人気コミックをアニメ化した「名探偵コナン」の劇場版21作目。「百人一首」をキーワードに、大阪および京都を舞台とした物語が展開し、「西の高校生探偵」こと服部平次も登場。江戸川コナン（工藤新一）とあわせて東西の高校生探偵がそろい踏みする。ある日、大阪の日売テレビで爆破事件が発生。局内では日本の百人一首界をけん引する「皐月会」が開催する皐月杯の会見収録が行われており、現場はパニックに。そこに居合わせ、崩壊するビルの中に取り残された西の名探偵・服部平次は、駆けつけたコナンに間一髪で救われる。テロのようでありながら、犯行声明もない爆破事件に違和感を抱くコナンと平次だったが、そんな騒動の中、コナンは平次の婚約者だという女性と出会う。","2017年4月15日"
188,"映画クレヨンしんちゃん　襲来!!宇宙人シリリ","http://eiga.k-img.com/images/movie/85838/photo/68009063039db2ce/320.jpg?1490252678","2020-06-30 14:33:57","2020-06-30 14:33:57","橋本昌和","アニメ「クレヨンしんちゃん」の長編劇場版25作目。ある日、野原家に宇宙人シリリがやって来くるが、シリリの発する謎のビームによってひろしとみさえが25歳若返り、子どもの姿になってしまう。日本のどこかにいるシリリの父親のもとに行かないと、ひろしとみさえは大人の姿に戻ることができないという。シリリをしんのすけのオシリに隠し、子どもだけになってしまった野原一家は、シリリの父親捜して日本を縦断する旅に出る。監督は「映画クレヨンしんちゃん　オラの引越し物語　サボテン大襲撃」「映画クレヨンしんちゃん　バカうまっ！B級グルメサバイバル!!」の橋本昌和。","2017年4月15日"
189,"メットガラ　ドレスをまとった美術館","http://eiga.k-img.com/images/movie/86147/photo/d9f18e38e40bf176/320.jpg?1487213407","2020-06-30 14:33:58","2020-06-30 14:33:58","アンドリュー・ロッシ","ファッション界最大級のイベント「メットガラ」を追ったドキュメンタリー。米ヴォーグ誌の編集長アナ・ウィンター主催により、ニューヨークのメトロポリンタン美術館（MET）で毎年開催される「メットガラ」。1946年にスタートし、一流メゾンによるオートクチュールの数々、豪華セレブリティたちが集うガラパーティは、ファッション界のアカデミー賞と称されている。2015年のメットガラ開催に向けて8カ月にわたる準備、そしてガラ当日の模様を、アナ・ウィンター、企画展示を担当したキュレーターのアンドリュー・ボルトンの2人を中心に追っていく。","2017年4月15日"
190,"ろくでなし","http://eiga.k-img.com/images/movie/86183/photo/8ec57bcf94d4a710/320.jpg?1482198311","2020-06-30 14:33:58","2020-06-30 14:33:58","奥田庸介","「東京プレイボーイクラブ」「クズとブスとゲス」の奥田庸介監督が、大都会の片隅で追い詰められ暴走していく、ろくでなしな男たちの人間模様を描いたドラマ。凶暴な男・一真は渋谷の街で出会った優子に一方的に運命を感じ、彼女の働くダンスクラブの用心棒になる。クラブのオーナー・遠山の「仕事」を手伝っているヤクザのひろしは、これまで裏社会で飄々と生きてきたが、一真と行動を共にするうちに次第にシンパシーを抱くように。ある日、優子の父親が多額の借金を残して急死してしまう。金銭的に追い詰められた優子に、クラブオーナーとは別の顔を持つ遠山が急接近。一真はそんな優子の事情を知り、ある決意をする。「さよなら渓谷」の大西信満が一真役、「下衆の愛」の渋川清彦がひろし役を務める。ベテラン俳優の大和田獏が、不気味な存在の遠山役を怪演。","2017年4月15日"
191,"わすれな草","http://eiga.k-img.com/images/movie/86310/photo/7efadb4b0a18fe80/320.jpg?1486461938","2020-06-30 14:33:59","2020-06-30 14:33:59","ダービット・ジーベキング","認知症を発症した妻を介護する夫と、彼らの子どもたちが、介護に悩みながらも夫婦、家族の絆を強めていく姿をユーモアも交えて描いたドイツ製のドキュメンタリー。本作が長編監督2作目となるダービット・ジーベキングが、自身の両親の様子をカメラに収めた。映画監督のダービットは、認知症になった母グレーテルの世話を手伝うためフランクフルト近郊の実家へ帰ってきた。長年にわたる妻の介護で、さすがに疲れてしまった様子の父マルテとともに母の世話をするダービットは、親友のカメラマンとともに、母と過ごす時間を映像に記録する。理性的だった母は、すべての抑制から解放され、自由に過ごしているように見えた。個人主義的に見えた父と母の夫婦関係も、愛情をありのままにさらけ出す関係へと変わっていく。","2017年4月15日"
